Groups:
DAT_ADC =, DAT_ADC[9], DAT_ADC[8], DAT_ADC[7], DAT_ADC[6], DAT_ADC[5], DAT_ADC[4], DAT_ADC[3], DAT_ADC[2], DAT_ADC[1], DAT_ADC[0],  unsigned decimal
ramv:inst16|q =, ramv:inst16|q[7], ramv:inst16|q[6], ramv:inst16|q[5], ramv:inst16|q[4], ramv:inst16|q[3], ramv:inst16|q[2], ramv:inst16|q[1], ramv:inst16|q[0],  binary
ramv:inst19|q =, ramv:inst19|q[7], ramv:inst19|q[6], ramv:inst19|q[5], ramv:inst19|q[4], ramv:inst19|q[3], ramv:inst19|q[2], ramv:inst19|q[1], ramv:inst19|q[0],  binary
Cnt_sin2cos:inst3|CntOutPhaseShift[0..9] =, Cnt_sin2cos:inst3|CntOutPhaseShift[9]~9, Cnt_sin2cos:inst3|CntOutPhaseShift[8]~8, Cnt_sin2cos:inst3|CntOutPhaseShift[7]~7, Cnt_sin2cos:inst3|CntOutPhaseShift[6]~6, Cnt_sin2cos:inst3|CntOutPhaseShift[5]~5, Cnt_sin2cos:inst3|CntOutPhaseShift[4]~4, Cnt_sin2cos:inst3|CntOutPhaseShift[3]~3, Cnt_sin2cos:inst3|CntOutPhaseShift[2]~2, Cnt_sin2cos:inst3|CntOutPhaseShift[1]~1, Cnt_sin2cos:inst3|CntOutPhaseShift[0]~0,  unsigned decimal
Cnt_sin2cos:inst3|CntOut[0..9] =, Cnt_sin2cos:inst3|CntOut[9]~9, Cnt_sin2cos:inst3|CntOut[8]~8, Cnt_sin2cos:inst3|CntOut[7]~7, Cnt_sin2cos:inst3|CntOut[6]~6, Cnt_sin2cos:inst3|CntOut[5]~5, Cnt_sin2cos:inst3|CntOut[4]~4, Cnt_sin2cos:inst3|CntOut[3]~3, Cnt_sin2cos:inst3|CntOut[2]~2, Cnt_sin2cos:inst3|CntOut[1]~1, Cnt_sin2cos:inst3|CntOut[0]~0,  unsigned decimal
DAT_DAC =, DAT_DAC[11], DAT_DAC[10], DAT_DAC[9], DAT_DAC[8], DAT_DAC[7], DAT_DAC[6], DAT_DAC[5], DAT_DAC[4], DAT_DAC[3], DAT_DAC[2], DAT_DAC[1], DAT_DAC[0],  unsigned decimal

Data:
time unit: s, DAT_ADC, DAT_ADC[9], DAT_ADC[8], DAT_ADC[7], DAT_ADC[6], DAT_ADC[5], DAT_ADC[4], DAT_ADC[3], DAT_ADC[2], DAT_ADC[1], DAT_ADC[0], OTR_ADC, KEY[0], ramv:inst16|q, ramv:inst16|q[7], ramv:inst16|q[6], ramv:inst16|q[5], ramv:inst16|q[4], ramv:inst16|q[3], ramv:inst16|q[2], ramv:inst16|q[1], ramv:inst16|q[0], ramv:inst19|q, ramv:inst19|q[7], ramv:inst19|q[6], ramv:inst19|q[5], ramv:inst19|q[4], ramv:inst19|q[3], ramv:inst19|q[2], ramv:inst19|q[1], ramv:inst19|q[0], Cnt_sin2cos:inst3|CntOutPhaseShift[0..9], Cnt_sin2cos:inst3|CntOutPhaseShift[9]~9, Cnt_sin2cos:inst3|CntOutPhaseShift[8]~8, Cnt_sin2cos:inst3|CntOutPhaseShift[7]~7, Cnt_sin2cos:inst3|CntOutPhaseShift[6]~6, Cnt_sin2cos:inst3|CntOutPhaseShift[5]~5, Cnt_sin2cos:inst3|CntOutPhaseShift[4]~4, Cnt_sin2cos:inst3|CntOutPhaseShift[3]~3, Cnt_sin2cos:inst3|CntOutPhaseShift[2]~2, Cnt_sin2cos:inst3|CntOutPhaseShift[1]~1, Cnt_sin2cos:inst3|CntOutPhaseShift[0]~0, Cnt_sin2cos:inst3|CntOut[0..9], Cnt_sin2cos:inst3|CntOut[9]~9, Cnt_sin2cos:inst3|CntOut[8]~8, Cnt_sin2cos:inst3|CntOut[7]~7, Cnt_sin2cos:inst3|CntOut[6]~6, Cnt_sin2cos:inst3|CntOut[5]~5, Cnt_sin2cos:inst3|CntOut[4]~4, Cnt_sin2cos:inst3|CntOut[3]~3, Cnt_sin2cos:inst3|CntOut[2]~2, Cnt_sin2cos:inst3|CntOut[1]~1, Cnt_sin2cos:inst3|CntOut[0]~0, PLL:inst20|c0, PLL:inst20|c1, DAT_DAC, DAT_DAC[11], DAT_DAC[10], DAT_DAC[9], DAT_DAC[8], DAT_DAC[7], DAT_DAC[6], DAT_DAC[5], DAT_DAC[4], DAT_DAC[3], DAT_DAC[2], DAT_DAC[1], DAT_DAC[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 430, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 407, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1851, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 
2, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 430, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 407, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1883, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
3, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 430, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 407, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1883, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
4, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 430, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 407, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1883, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
5, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 433, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 408, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1883, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
6, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 433, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 408, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1883, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 
7, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 433, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 408, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1914, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
8, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 433, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 408, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1914, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
9, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 433, 0, 1, 1, 0, 1, 1, 0, 0, 0, 1, 408, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1914, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
10, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 432, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 409, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1914, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
11, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 432, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 409, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1914, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 
12, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 432, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 409, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1947, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
13, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 432, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 409, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 1947, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
14, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 432, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 409, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1947, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
15, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 435, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 410, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1947, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
16, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 435, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 410, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1947, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 
17, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 435, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 410, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1978, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
18, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 435, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 410, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1978, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
19, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 435, 0, 1, 1, 0, 1, 1, 0, 0, 1, 1, 410, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1978, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
20, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 434, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 411, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1978, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
21, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 434, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 411, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 0, 1978, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 
22, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 434, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 411, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
23, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 434, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 411, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 2011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
24, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 434, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 411, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 2011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
25, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 437, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 412, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 2011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
26, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 437, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 412, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 0, 2011, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 
27, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 437, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 412, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2043, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
28, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 437, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 412, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 2043, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
29, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 437, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 412, 0, 1, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 2043, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
30, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 436, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 413, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 2043, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
31, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 436, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 413, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 0, 2043, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 
32, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 436, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 413, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2076, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
33, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 436, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 413, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 2076, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
34, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 10000010, 1, 0, 0, 0, 0, 0, 1, 0, 436, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 413, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 2076, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
35, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 439, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 414, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 2076, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
36, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 439, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 414, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 2076, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 
37, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 439, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 414, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2107, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
38, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 439, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 414, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 2107, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
39, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 439, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 414, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 2107, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
40, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 438, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 415, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2107, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
41, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 438, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 415, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 2107, 1, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 1, 
42, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 438, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 415, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 2140, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
43, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 438, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 415, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 2140, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
44, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 438, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 415, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 2140, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
45, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 441, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 416, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2140, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
46, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 441, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 416, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 2140, 1, 0, 0, 0, 0, 1, 0, 1, 1, 1, 0, 0, 
47, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 441, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 416, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2171, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
48, 504, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 441, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 416, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2171, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
49, 504, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 441, 0, 1, 1, 0, 1, 1, 1, 0, 0, 1, 416, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 2171, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
50, 504, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 440, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 417, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2171, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
51, 504, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 440, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 417, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 2171, 1, 0, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 
52, 504, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 440, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 417, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2202, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
53, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 440, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 417, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 2202, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
54, 506, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 440, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 417, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1, 2202, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 
