time unit: s, DAT_ADC, DAT_ADC[9], DAT_ADC[8], DAT_ADC[7], DAT_ADC[6], DAT_ADC[5], DAT_ADC[4], DAT_ADC[3], DAT_ADC[2], DAT_ADC[1], DAT_ADC[0], OTR_ADC, KEY[0], ramv:inst16|q, ramv:inst16|q[7], ramv:inst16|q[6], ramv:inst16|q[5], ramv:inst16|q[4], ramv:inst16|q[3], ramv:inst16|q[2], ramv:inst16|q[1], ramv:inst16|q[0], ramv:inst19|q, ramv:inst19|q[7], ramv:inst19|q[6], ramv:inst19|q[5], ramv:inst19|q[4], ramv:inst19|q[3], ramv:inst19|q[2], ramv:inst19|q[1], ramv:inst19|q[0], Cnt_sin2cos:inst3|CntOutPhaseShift[0..9], Cnt_sin2cos:inst3|CntOutPhaseShift[9]~9, Cnt_sin2cos:inst3|CntOutPhaseShift[8]~8, Cnt_sin2cos:inst3|CntOutPhaseShift[7]~7, Cnt_sin2cos:inst3|CntOutPhaseShift[6]~6, Cnt_sin2cos:inst3|CntOutPhaseShift[5]~5, Cnt_sin2cos:inst3|CntOutPhaseShift[4]~4, Cnt_sin2cos:inst3|CntOutPhaseShift[3]~3, Cnt_sin2cos:inst3|CntOutPhaseShift[2]~2, Cnt_sin2cos:inst3|CntOutPhaseShift[1]~1, Cnt_sin2cos:inst3|CntOutPhaseShift[0]~0, Cnt_sin2cos:inst3|CntOut[0..9], Cnt_sin2cos:inst3|CntOut[9]~9, Cnt_sin2cos:inst3|CntOut[8]~8, Cnt_sin2cos:inst3|CntOut[7]~7, Cnt_sin2cos:inst3|CntOut[6]~6, Cnt_sin2cos:inst3|CntOut[5]~5, Cnt_sin2cos:inst3|CntOut[4]~4, Cnt_sin2cos:inst3|CntOut[3]~3, Cnt_sin2cos:inst3|CntOut[2]~2, Cnt_sin2cos:inst3|CntOut[1]~1, Cnt_sin2cos:inst3|CntOut[0]~0, PLL:inst20|c0, PLL:inst20|c1, DAT_DAC, DAT_DAC[11], DAT_DAC[10], DAT_DAC[9], DAT_DAC[8], DAT_DAC[7], DAT_DAC[6], DAT_DAC[5], DAT_DAC[4], DAT_DAC[3], DAT_DAC[2], DAT_DAC[1], DAT_DAC[0], 
0, X, X, X, X, X, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, XXXXXXXX, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, X, 
1495, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 731, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2275, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
1496, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 731, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 2275, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 
1497, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 731, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2244, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1498, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 731, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 2244, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1499, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 731, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 706, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 2244, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1500, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 730, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2244, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1501, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 730, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 2244, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 
1502, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 730, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2212, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
1503, 511, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 730, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 2212, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
1504, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 730, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 707, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 1, 1, 2212, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
1505, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 733, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2212, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
1506, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 733, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 2212, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 
1507, 507, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 733, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2181, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1508, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 733, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 2181, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1509, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 733, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 708, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 2181, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1510, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 732, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 2181, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1511, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 732, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 2181, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 
1512, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 732, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2148, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1513, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 732, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 2148, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1514, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111110, 0, 1, 1, 1, 1, 1, 1, 0, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 732, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 709, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 2148, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1515, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 735, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2148, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1516, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 735, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 2148, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 
1517, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 735, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 2117, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
1518, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 735, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 2117, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
1519, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 735, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 710, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 2117, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
1520, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 734, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 2117, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
1521, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 734, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 2117, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 
1522, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 734, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 2084, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
1523, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 734, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 2084, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
1524, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 734, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 711, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 2084, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
1525, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 737, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 2084, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
1526, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 737, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 2084, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 
1527, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 737, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2052, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
1528, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 737, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 2052, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
1529, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 737, 1, 0, 1, 1, 1, 0, 0, 0, 0, 1, 712, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 2052, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
1530, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 736, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 2052, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
1531, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 736, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 2052, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 
1532, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 736, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 2019, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
1533, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 736, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 2019, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
1534, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 736, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 713, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 2019, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
1535, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 739, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2019, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
1536, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 739, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 2019, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 
1537, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 739, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1988, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1538, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 739, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1988, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1539, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 739, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 714, 1, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1988, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1540, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 738, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1988, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1541, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 738, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1988, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 
1542, 508, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 738, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1955, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
1543, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 738, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1955, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
1544, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 738, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 715, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1955, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
1545, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 741, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1955, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
1546, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 741, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1955, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 
1547, 509, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 741, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1924, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
1548, 584, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 741, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 1924, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
1549, 520, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 741, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 716, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1924, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
1550, 520, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 740, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1924, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
1551, 520, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 740, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1924, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 
1552, 520, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 740, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1893, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 
1553, 510, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 01111111, 0, 1, 1, 1, 1, 1, 1, 1, 740, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 717, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1893, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 0, 1, 
